-19.7282,2.39723,0.448686,0.605061,0.083996,0.192171,0.193784,0.147917,0.0469404,0.0371997,0.11594,-0.0732556,0.0846882,0.0467966,-0.0477483,0.0809086,0.0511362,0.00903405,0.0309703,0.0515894
-28.6818,0.527753,0.917094,-0.180453,-0.506202,-0.0362343,0.0294296,-0.666616,0.166697,0.578955,0.200415,-0.15647,-0.208735,0.215959,0.257408,-0.331607,-0.148328,0.0894655,0.118723,0.346766
-31.5736,0.271127,1.87963,0.943945,0.33178,-0.686242,-0.619013,-0.542375,0.574888,0.795783,-0.104477,-0.301379,-0.0813051,-0.138775,0.127226,-0.353184,-0.329309,0.579772,0.339996,0.00402096
-31.6557,0.247606,1.90435,0.935557,0.295594,-0.743451,-0.648534,-0.55501,0.57485,0.776776,-0.149805,-0.353275,-0.0915753,-0.117179,0.117557,-0.385061,-0.36823,0.578995,0.32948,-0.0272916
-31.6681,0.245898,1.90074,0.933031,0.293019,-0.740867,-0.647997,-0.559002,0.57515,0.77731,-0.149366,-0.350497,-0.0915381,-0.118298,0.118105,-0.381885,-0.363369,0.581384,0.33115,-0.0237324
-31.6758,0.240507,1.89311,0.936555,0.290366,-0.738686,-0.64072,-0.557037,0.575703,0.773568,-0.149936,-0.345593,-0.0886943,-0.117277,0.114871,-0.388752,-0.368039,0.577658,0.334027,-0.0223416
-31.6686,0.241897,1.89598,0.939724,0.292379,-0.740338,-0.64054,-0.554026,0.574944,0.771398,-0.151484,-0.348118,-0.0903139,-0.117294,0.112441,-0.395486,-0.373842,0.576086,0.333456,-0.0250454
-31.6565,0.246841,1.90315,0.937559,0.295152,-0.743577,-0.646496,-0.553357,0.575286,0.775201,-0.150672,-0.353026,-0.0914058,-0.116113,0.116722,-0.389271,-0.37174,0.577259,0.329601,-0.0277906
-31.6603,0.246907,1.9036,0.933935,0.294786,-0.742397,-0.649243,-0.557377,0.574732,0.777478,-0.149361,-0.352177,-0.091678,-0.118443,0.117671,-0.382198,-0.364808,0.580762,0.330461,-0.0256293
-31.6758,0.244098,1.89621,0.934773,0.290944,-0.739681,-0.644567,-0.558977,0.576132,0.776473,-0.149291,-0.348378,-0.0903444,-0.116984,0.117823,-0.384423,-0.364832,0.579983,0.332147,-0.0223731
-31.673,0.240377,1.89307,0.938338,0.290802,-0.738869,-0.63901,-0.555052,0.575082,0.771167,-0.151373,-0.346127,-0.0891506,-0.117552,0.112626,-0.393516,-0.371875,0.576077,0.334468,-0.0231617
-31.6622,0.244444,1.90018,0.939521,0.294048,-0.742406,-0.643713,-0.553253,0.575361,0.773226,-0.151116,-0.350879,-0.091065,-0.116372,0.114424,-0.393548,-0.373688,0.576668,0.331451,-0.0270403
-31.6557,0.247606,1.90435,0.935557,0.295594,-0.743451,-0.648534,-0.55501,0.57485,0.776776,-0.149805,-0.353275,-0.0915753,-0.117179,0.117557,-0.385061,-0.36823,0.578995,0.32948,-0.0272916
-31.6681,0.245898,1.90074,0.933031,0.293019,-0.740867,-0.647997,-0.559002,0.57515,0.77731,-0.149366,-0.350497,-0.0915381,-0.118298,0.118105,-0.381885,-0.363369,0.581384,0.33115,-0.0237324
-31.6758,0.240507,1.89311,0.936555,0.290366,-0.738686,-0.64072,-0.557037,0.575703,0.773568,-0.149936,-0.345593,-0.0886943,-0.117277,0.114871,-0.388752,-0.368039,0.577658,0.334027,-0.0223416
