1.92172e-5,1.92552e-5,1.66654e-5,1.13006e-5,8.17905e-6,7.71815e-6,8.622e-6,1.06343e-5,1.46392e-5,1.58511e-5,1.26121e-5,1.21917e-5
0.00011045,8.59386e-5,7.49457e-5,8.8194e-5,6.13683e-5,3.8204e-5,5.34272e-5,5.16954e-5,7.0414e-5,9.81585e-5,8.71693e-5,8.08503e-5
0.000184397,0.00018995,0.000131141,0.000120045,0.000103644,7.15483e-5,7.75909e-5,0.000141855,9.94214e-5,7.95714e-5,0.000125979,0.000200836
0.000313719,0.000343416,0.000208795,0.000147165,0.000137021,0.000201038,0.000255232,0.000188904,0.000170294,0.000178001,0.000178109,0.000215997
0.000466745,0.000496987,0.000275709,0.000203361,0.000280021,0.000265677,0.000355059,0.000305675,0.00022263,0.000271158,0.000299325,0.000303294
0.000386951,0.000460453,0.000182242,0.000226625,0.000230924,0.00030801,0.000441229,0.000257551,0.000181363,0.000264645,0.000316851,0.000342617
0.000450133,0.000555605,0.00048328,0.000669301,0.000504418,0.000407233,0.000593582,0.00034118,0.000221625,0.000394377,0.000435474,0.000394995
0.00218421,0.00368457,0.00317727,0.00239139,0.00693022,0.00257528,0.00347458,0.00348504,0.0143436,0.0228867,0.00895616,0.00226832
0.00182135,0.00306771,0.00197855,0.00589158,0.0137505,0.00790084,0.00296056,0.0028154,0.00465686,0.0122103,0.00604546,0.00236602
0.00188354,0.00325491,0.00174014,0.00211427,0.0044932,0.00215129,0.00164882,0.00227837,0.0046124,0.00988789,0.00501779,0.00226727
0.00168285,0.00282695,0.00151508,0.00180608,0.00424815,0.00211537,0.00157285,0.00212765,0.00292498,0.00731682,0.00311225,0.00144739
0.00177527,0.00259737,0.000943846,0.00244305,0.00506292,0.00247227,0.00162094,0.00209718,0.00298628,0.00586079,0.00269447,0.000960713
0.00150552,0.0024223,0.00106128,0.00248172,0.0050455,0.00234376,0.00149678,0.00191693,0.00306225,0.00513629,0.00214503,0.000952024
0.00404496,0.00289971,0.00220361,0.00481367,0.00662964,0.00163227,0.00258702,0.00356548,0.00514201,0.00866428,0.00773462,0.0064634
0.00719448,0.00219226,0.00230425,0.00489452,0.00492791,0.006404,0.0136268,0.00878653,0.00367982,0.00590052,0.00932503,0.0154696
0.00490037,0.0016501,0.00272265,0.00553289,0.00453756,0.00716902,0.0120863,0.00535019,0.00255071,0.00457549,0.00503251,0.0101149
