0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0






0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


-43.6588,2.69681,0.62851,0.881296,0.718286,0.231136,-0.254136,-0.800247,0.23438,0.986703,-0.0499055,0.155733,0.0636707,-0.176544,-0.0611359,-0.0865415,0.25344,-0.00306375,0.134858,0.11167
-33.3774,2.09026,0.560949,0.895961,0.663061,0.205367,0.044034,-1.11962,0.442014,1.19729,-0.342585,0.155944,-0.0113029,-0.261376,0.357253,-0.451351,-0.0832954,0.425757,-0.180767,0.203325
-33.5089,1.89709,0.578253,0.986328,0.824968,0.347003,0.0702107,-1.09828,0.707294,1.64352,-0.00143684,0.250004,-0.266147,-0.72543,-0.0559505,-0.584428,0.00538192,0.472689,-0.408827,0.0464406
-33.4932,1.90383,0.574941,0.977167,0.815095,0.344204,0.0772714,-1.08867,0.705678,1.63275,-0.0103905,0.2464,-0.261803,-0.713457,-0.0495876,-0.585701,-0.00276461,0.467247,-0.406404,0.0514892
-33.4787,1.90209,0.57833,0.984852,0.81869,0.340021,0.070996,-1.09133,0.70861,1.64142,0.0017123,0.250004,-0.268326,-0.718097,-0.0545731,-0.580083,0.00604501,0.467863,-0.412682,0.0403249
-33.4803,1.90136,0.578559,0.985977,0.821271,0.342459,0.0706575,-1.09203,0.711086,1.64539,0.00461532,0.251543,-0.267765,-0.720321,-0.0564252,-0.58064,0.00660812,0.467551,-0.413831,0.0404463
-33.4882,1.9074,0.577837,0.980609,0.81826,0.344697,0.0739001,-1.09393,0.702849,1.63175,-0.00922938,0.249742,-0.258058,-0.712257,-0.0485439,-0.582439,0.00124315,0.468248,-0.40497,0.0517645
-33.5083,1.89758,0.575675,0.981555,0.821254,0.3475,0.0746027,-1.09304,0.708481,1.64102,-0.00496978,0.247936,-0.265204,-0.72261,-0.0549399,-0.587462,0.00018174,0.470467,-0.408127,0.0495282
-33.4823,1.90509,0.579256,0.984131,0.81717,0.338616,0.0697991,-1.09439,0.703159,1.63444,-0.00461805,0.248353,-0.265455,-0.714269,-0.0491001,-0.577878,0.00640268,0.469369,-0.409175,0.0427486
-33.479,1.90047,0.577846,0.985081,0.820002,0.341599,0.0715766,-1.08998,0.712235,1.64623,0.00537282,0.251002,-0.269178,-0.720084,-0.05708,-0.581545,0.00554311,0.467064,-0.414808,0.0396962
-33.4778,1.90801,0.577283,0.979961,0.816835,0.343749,0.0752137,-1.0903,0.705852,1.63374,-0.00644047,0.250002,-0.259384,-0.711344,-0.049928,-0.581871,0.00113164,0.465444,-0.407595,0.0494106
-33.5089,1.89709,0.578253,0.986328,0.824968,0.347003,0.0702107,-1.09828,0.707294,1.64352,-0.00143684,0.250004,-0.266147,-0.72543,-0.0559505,-0.584428,0.00538192,0.472689,-0.408827,0.0464406
-33.4932,1.90383,0.574941,0.977167,0.815095,0.344204,0.0772714,-1.08867,0.705678,1.63275,-0.0103905,0.2464,-0.261803,-0.713457,-0.0495876,-0.585701,-0.00276461,0.467247,-0.406404,0.0514892
