-25.3597,0.0990884,0.36553,0.345203,0.0162674,0.158074,-0.0585324,0.193767,-0.196367,-0.147429,0.111267,-0.0450102,0.12849,-0.0230167,-0.335989,-0.17231,0.125848,-0.182767,-0.109149,-0.0309489
-21.4748,0.961557,0.0586563,0.28659,0.0429994,0.155327,0.0937245,0.124703,0.295061,0.340406,0.203325,0.122358,-0.0141418,0.280984,-0.152381,-0.481689,0.000945018,0.183298,0.205805,0.00630151
-20.1851,1.20932,0.0742778,0.184749,0.0821041,0.520457,0.0410087,-0.0711354,-0.0769998,0.161185,0.269517,0.218879,0.136452,0.174228,-0.174208,-0.0607564,0.113193,0.136001,0.185655,-0.0287342
-20.0032,1.06038,0.101097,0.0784261,0.187935,0.341262,0.0826425,0.0667618,-0.00690564,-0.0952468,-0.150748,0.269272,0.299193,0.292281,0.24822,0.047306,-0.278076,0.137771,0.166955,-0.0394557
-19.0908,1.42574,0.331361,0.328458,0.196458,0.422317,0.175487,0.0468512,-0.203683,-0.133689,0.110165,0.032401,-0.0731279,0.0396554,-0.0351698,-0.166775,0.136742,0.183967,-0.0581289,-0.228869
-18.4331,1.47501,0.457379,0.337104,0.153985,0.407038,0.253218,0.116783,-0.105899,0.245786,-0.00319558,-0.0217027,0.0140813,0.0161469,-0.261469,-0.222474,0.0392372,0.183667,-0.0129643,-0.335541
-18.2594,1.25891,0.456824,0.298643,0.227636,0.629405,0.131788,-0.0269267,0.0376037,-0.0141625,-0.0902585,-0.197147,-0.00190753,0.168372,0.0443864,-0.147448,0.177483,0.136187,-0.22115,-0.107363
-17.8021,1.40909,0.702249,0.433517,0.300935,0.485038,0.421968,0.404999,0.16819,-0.0756074,-0.101576,0.396776,0.436111,0.146459,-0.0850033,-0.114661,0.0199014,0.0993983,0.31539,0.0607748
-17.2017,1.58752,0.319497,0.412299,0.381391,0.239443,0.149366,-0.0793777,-0.0408024,0.0284414,0.372256,0.270739,0.15139,-0.207436,-0.282006,-0.057596,0.140976,0.24605,0.0901725,-0.0107618
-16.903,1.46567,0.368749,0.237536,0.167429,0.381623,0.390008,0.43863,-0.0810192,-0.00977405,0.33641,0.275782,-0.0101825,-0.130154,-0.100864,-0.0707533,-0.15104,0.098109,-0.0614714,-0.0847999
-16.7374,1.16167,0.253222,0.269266,0.370581,0.541248,0.487933,0.473113,0.165609,0.0636578,-0.0916175,-0.126929,-0.0787753,-0.0722326,-0.00995164,0.0168309,-0.0696331,-0.133147,0.0118112,0.00712915
