0,0,0,0,0,0,0,0,0,0,0,0

1.07603e-10,9.07146e-11,4.25826e-11,4.8259e-11,4.56862e-11,4.83474e-11,3.14892e-11,2.46134e-11,2.80479e-11,3.01279e-11,2.14988e-11,1.96923e-11
8.62935e-9,5.39742e-9,2.9452e-9,1.95443e-9,9.54643e-10,8.67937e-10,3.06397e-10,3.70121e-10,4.47976e-10,3.0244e-10,1.70572e-10,3.55825e-10
1.20937e-7,1.10945e-7,8.95292e-8,6.32633e-8,3.99382e-8,2.42209e-8,1.55861e-8,1.37913e-8,1.30645e-8,1.13779e-8,9.66274e-9,7.48147e-9
6.04021e-7,7.88304e-7,8.09549e-7,6.08781e-7,3.35465e-7,1.31756e-7,7.76655e-8,1.27968e-7,1.88795e-7,2.18981e-7,2.2215e-7,2.21702e-7
8.73061e-7,1.59599e-6,3.17884e-6,2.9217e-6,1.49274e-6,1.25178e-6,9.19247e-7,7.82656e-7,5.23182e-7,1.02875e-6,1.02945e-6,5.71117e-7
3.88317e-7,1.20082e-6,3.35505e-6,3.02034e-6,1.35395e-6,1.30144e-6,7.93497e-7,4.89945e-7,2.12934e-7,8.87535e-7,9.29238e-7,2.93214e-7
3.83921e-7,1.21155e-6,3.49125e-6,3.10466e-6,1.42106e-6,1.27484e-6,9.29033e-7,5.98474e-7,3.474e-7,9.37564e-7,9.77703e-7,4.03687e-7
3.75155e-7,1.18848e-6,3.47011e-6,3.10151e-6,1.30188e-6,1.18452e-6,8.2716e-7,5.79402e-7,2.92018e-7,9.20014e-7,9.56001e-7,3.21279e-7
3.63722e-7,1.15536e-6,3.41008e-6,3.01173e-6,1.41517e-6,1.35712e-6,8.37689e-7,4.99051e-7,2.63574e-7,8.9978e-7,9.56207e-7,3.4342e-7
1.54543e-6,1.95349e-6,3.77666e-6,3.21897e-6,1.89062e-6,1.96133e-6,1.52223e-6,9.03676e-7,1.24215e-6,1.59952e-6,1.41225e-6,6.74709e-7
7.9558e-5,5.88808e-5,4.01037e-5,2.45948e-5,1.00796e-5,1.20401e-5,1.80128e-5,1.39214e-5,5.93442e-6,4.78601e-6,5.31004e-6,7.63956e-6
0.00117904,0.0011725,0.0010873,0.00101606,0.000925433,0.000857333,0.000845415,0.000761673,0.000577566,0.000445511,0.000311217,0.000222432
0.0087346,0.00964593,0.0105615,0.0116225,0.0114263,0.0104251,0.00917611,0.00860026,0.00865335,0.00872223,0.00707349,0.00526416
0.014628,0.0236758,0.016996,0.0236134,0.0311345,0.0225458,0.0138323,0.0146714,0.0220141,0.0296531,0.0192786,0.00918351
0.0206368,0.0248483,0.0142699,0.0330278,0.0381407,0.0204084,0.0155049,0.011968,0.0299497,0.0401087,0.0239072,0.0191463
0.0119785,0.029754,0.0208534,0.0270689,0.0305756,0.0156149,0.00848149,0.0109557,0.0297649,0.0339451,0.0193049,0.0109378
0.00598326,0.022211,0.0170486,0.0252849,0.0336107,0.0140053,0.0066979,0.00549757,0.0164191,0.0248744,0.014835,0.00736521
0.00528251,0.00946946,0.0108166,0.0227037,0.0239388,0.00857646,0.00485677,0.0073234,0.0123347,0.0126738,0.0105283,0.00864831
0.00615577,0.0099755,0.00947765,0.0123443,0.0145436,0.00369356,0.00332416,0.00339862,0.00855072,0.01196,0.00812827,0.0054018
0.00311584,0.00557232,0.00440167,0.0046203,0.0109896,0.0055956,0.00230657,0.0028857,0.00780958,0.0119257,0.00661734,0.00417257
0.0036432,0.00456301,0.00337865,0.00493395,0.00713313,0.0038764,0.00243712,0.00261576,0.00483242,0.00634999,0.00493596,0.00554228
0.00261419,0.00241608,0.00205575,0.00481945,0.00404774,0.00198992,0.00115356,0.00168672,0.00372171,0.00443716,0.00278107,0.00351382
0.00115648,0.00169768,0.00160056,0.00332692,0.00373912,0.00192925,0.0016874,0.00222871,0.00210728,0.00413084,0.00297051,0.00231787
0.00242553,0.00377178,0.00282224,0.00258347,0.0034493,0.001905,0.00141088,0.00138315,0.00365948,0.0030156,0.00210331,0.00156248
0.00543638,0.00657398,0.00769379,0.00774195,0.00731398,0.00481433,0.00443913,0.00602628,0.0110162,0.00869425,0.0051569,0.00219045
0.0172984,0.0220108,0.0211001,0.0338149,0.0441764,0.0430493,0.0288094,0.030366,0.0394643,0.0390749,0.0287623,0.0202164
0.0209609,0.0294905,0.0242479,0.0395964,0.0485189,0.0216019,0.0232737,0.0205354,0.0307759,0.0463229,0.0273373,0.0166706
0.0253253,0.0337858,0.0148014,0.0284939,0.0452576,0.0335808,0.0130715,0.0106315,0.019903,0.0335992,0.0179777,0.0048552
0.0201751,0.0260091,0.0146881,0.0196841,0.0213054,0.0168131,0.0047846,0.00696691,0.00986805,0.0134449,0.00958334,0.0075033
0.0103756,0.0121442,0.00841308,0.0181064,0.0186969,0.00948741,0.00735825,0.00668747,0.00751506,0.00747776,0.00802418,0.00300591
0.00441954,0.00775777,0.00641013,0.0128711,0.0130094,0.0074919,0.00329279,0.00441371,0.0110739,0.0163366,0.00836785,0.00270109
0.00352011,0.00596423,0.00354236,0.0090084,0.00917906,0.00837306,0.00486496,0.002445,0.00826275,0.0133415,0.00587153,0.00189241
0.00301211,0.00431266,0.00305259,0.0043926,0.00412439,0.00521361,0.00343698,0.00257084,0.00579778,0.00813833,0.00395916,0.00304203
0.00253191,0.00389079,0.00275076,0.00277125,0.00343894,0.00252802,0.00226735,0.00253661,0.00553728,0.00713477,0.00406816,0.0020187
0.00212698,0.00322846,0.00357444,0.0036905,0.00473128,0.00375472,0.00304688,0.00215367,0.00503283,0.00564742,0.00270098,0.0012571
0.00637101,0.00813795,0.00857782,0.00846954,0.00783029,0.00727614,0.0047921,0.00666587,0.0122105,0.0116597,0.00728874,0.00565547
0.0147203,0.0186939,0.0186267,0.0274298,0.0338771,0.0401034,0.0398524,0.02795,0.0229591,0.0323167,0.0255667,0.014192
0.0123416,0.0277879,0.0222374,0.0282107,0.0323613,0.0161045,0.0156283,0.0128595,0.0219975,0.0419252,0.0206815,0.0118337
0.0088512,0.0162755,0.015559,0.0304347,0.0391294,0.0193741,0.0174508,0.0139551,0.0224487,0.034893,0.0229032,0.0101073
0.00878324,0.0108968,0.00889447,0.0200163,0.018774,0.00991767,0.0177903,0.0125807,0.012927,0.0229546,0.0105055,0.00511706
0.00505509,0.00779434,0.00692427,0.0173563,0.0151812,0.00819348,0.01239,0.0101249,0.0116822,0.0154284,0.00564739,0.0031742
0.00421647,0.00809173,0.00583535,0.0119172,0.0140374,0.00631188,0.00508851,0.00486385,0.0072062,0.00878514,0.00329189,0.0021381
0.00378092,0.00566292,0.00429957,0.00927699,0.00963385,0.00385745,0.00283428,0.00320129,0.00559192,0.0071575,0.0041819,0.00255366
0.00287993,0.00401701,0.00409921,0.00693664,0.00715249,0.00307931,0.00190964,0.00354413,0.00291912,0.00628824,0.00315539,0.00244682
0.015947,0.013307,0.015148,0.0198317,0.0294497,0.0316939,0.0271674,0.0250403,0.0276756,0.0252429,0.017823,0.0143878
0.0159819,0.025576,0.0226052,0.0379729,0.0522388,0.0370504,0.0236847,0.0209589,0.042393,0.0527902,0.0265662,0.0127858
0.0182738,0.0338361,0.0219555,0.0385152,0.058784,0.0334674,0.0157728,0.0122526,0.0483379,0.0717073,0.0376453,0.0181413
0.0158663,0.0209769,0.0118534,0.0325903,0.0478741,0.0218877,0.00904829,0.0162723,0.0478351,0.0638687,0.0340827,0.0114252
0.0102178,0.0132263,0.0105273,0.0286241,0.0410658,0.0167545,0.00794666,0.0102595,0.0381388,0.0565061,0.0256405,0.00846146
0.00715196,0.0116023,0.00854252,0.0167857,0.0246014,0.0123349,0.00596165,0.00742273,0.024605,0.034961,0.0132822,0.00495509
0.00412295,0.00697148,0.00459475,0.01039,0.0150004,0.00649137,0.00393629,0.00598624,0.0216773,0.0257913,0.00898683,0.00305891
